,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,KitchenQual,Functional,PavedDrive,SaleType,SaleCondition
554,30.0,45.0,8212.0,3.0,3.0,1914.0,1950.0,0.0,203.0,0.0,661.0,864.0,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1938.0,1.0,200.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,6.0,2010.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Ex,Y,Gd,Typ,N,WD,Normal
555,20.0,69.61401673640168,12692.0,8.0,5.0,1992.0,1993.0,0.0,1231.0,0.0,1969.0,3200.0,3228.0,0.0,0.0,3228.0,1.0,0.0,3.0,0.0,4.0,1.0,10.0,1.0,1992.0,2.0,546.0,264.0,75.0,291.0,0.0,0.0,0.0,0.0,5.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
556,50.0,48.0,12822.0,7.0,5.0,2003.0,2003.0,0.0,1351.0,0.0,83.0,1434.0,1518.0,631.0,0.0,2149.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,2003.0,2.0,670.0,168.0,43.0,0.0,0.0,198.0,0.0,0.0,8.0,2009.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,GasA,TA,Y,TA,Typ,Y,WD,Normal
557,70.0,65.0,11700.0,7.0,7.0,1880.0,2003.0,0.0,0.0,0.0,1240.0,1240.0,1320.0,1320.0,0.0,2640.0,0.0,0.0,1.0,1.0,4.0,1.0,8.0,1.0,1950.0,4.0,864.0,181.0,0.0,386.0,0.0,0.0,0.0,0.0,5.0,2009.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
558,20.0,80.0,10400.0,7.0,6.0,1970.0,1970.0,288.0,0.0,0.0,1304.0,1304.0,1682.0,0.0,0.0,1682.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1970.0,2.0,530.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,C (all),Pave,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,Gd,Y,TA,Typ,Y,COD,Normal
559,60.0,80.0,10240.0,8.0,5.0,2005.0,2005.0,178.0,0.0,0.0,1030.0,1030.0,1038.0,1060.0,0.0,2098.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2005.0,3.0,878.0,192.0,52.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,RL,Pave,IR2,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,GasA,Ex,Y,TA,Typ,Y,WD,Normal
560,20.0,60.0,8281.0,5.0,5.0,1965.0,1965.0,0.0,553.0,311.0,0.0,864.0,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,1.0,1965.0,1.0,360.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,12.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
561,60.0,69.61401673640168,11075.0,5.0,4.0,1969.0,1969.0,232.0,562.0,193.0,29.0,784.0,1168.0,800.0,0.0,1968.0,0.0,1.0,2.0,1.0,4.0,1.0,7.0,1.0,1969.0,2.0,530.0,305.0,189.0,0.0,0.0,0.0,0.0,400.0,9.0,2008.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,TA,Mod,Y,WD,Normal
562,20.0,81.0,9672.0,6.0,5.0,1984.0,1985.0,0.0,338.0,0.0,702.0,1040.0,1097.0,0.0,0.0,1097.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1986.0,2.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,RL,Pave,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,TA,Typ,Y,WD,Normal
563,50.0,67.0,12354.0,6.0,8.0,1920.0,2000.0,0.0,0.0,0.0,684.0,684.0,684.0,512.0,0.0,1196.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,2005.0,2.0,528.0,0.0,46.0,0.0,0.0,0.0,0.0,800.0,8.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,GasA,Ex,Y,TA,Typ,Y,WD,Normal
564,50.0,69.61401673640168,13650.0,5.0,5.0,1958.0,1958.0,0.0,57.0,441.0,554.0,1052.0,1252.0,668.0,0.0,1920.0,1.0,0.0,2.0,0.0,4.0,1.0,8.0,1.0,1958.0,2.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasA,Ex,Y,TA,Typ,N,WD,Normal
565,90.0,74.0,13101.0,5.0,5.0,1965.0,1965.0,108.0,231.0,0.0,1497.0,1728.0,1728.0,0.0,0.0,1728.0,0.0,0.0,2.0,0.0,6.0,2.0,10.0,0.0,1987.0,2.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
566,60.0,75.0,9473.0,8.0,5.0,2002.0,2002.0,103.48106712564544,804.0,0.0,324.0,1128.0,1128.0,903.0,0.0,2031.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2002.0,2.0,577.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,RL,Pave,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,GasA,TA,N,Fa,Typ,Y,WD,Normal
567,20.0,72.0,9000.0,6.0,5.0,1956.0,1956.0,74.0,616.0,0.0,580.0,1196.0,1196.0,0.0,0.0,1196.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,1956.0,1.0,297.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Ex,Typ,Y,WD,Normal
568,45.0,50.0,5000.0,5.0,6.0,1941.0,1950.0,0.0,116.0,0.0,604.0,720.0,803.0,0.0,0.0,803.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1941.0,2.0,360.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,12.0,2007.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
569,60.0,80.0,10793.0,5.0,5.0,1969.0,1969.0,263.0,493.0,287.0,0.0,780.0,780.0,840.0,0.0,1620.0,0.0,0.0,2.0,1.0,4.0,1.0,7.0,0.0,1969.0,2.0,462.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,RL,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,CBlock,GasA,Ex,Y,Gd,Min2,Y,WD,Normal
570,20.0,49.0,20896.0,8.0,5.0,2005.0,2006.0,0.0,1721.0,0.0,356.0,2077.0,2097.0,0.0,0.0,2097.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,2005.0,3.0,1134.0,192.0,267.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
571,120.0,68.0,7820.0,9.0,5.0,2007.0,2007.0,362.0,0.0,0.0,1869.0,1869.0,1869.0,0.0,0.0,1869.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2007.0,2.0,617.0,210.0,54.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
572,60.0,69.61401673640168,11214.0,7.0,5.0,1998.0,1999.0,0.0,0.0,0.0,930.0,930.0,956.0,930.0,0.0,1886.0,0.0,0.0,2.0,1.0,4.0,1.0,10.0,1.0,1998.0,2.0,431.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,GasA,Ex,Y,Gd,Typ,Y,WD,Abnorml
573,20.0,50.0,9000.0,2.0,3.0,1949.0,1950.0,0.0,50.0,0.0,430.0,480.0,480.0,0.0,0.0,480.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1958.0,1.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,RL,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Gd,Y,Gd,Typ,Y,New,Partial
574,90.0,72.0,10791.0,4.0,5.0,1967.0,1967.0,0.0,0.0,0.0,0.0,0.0,1296.0,0.0,0.0,1296.0,0.0,0.0,2.0,0.0,2.0,2.0,6.0,0.0,1967.0,2.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,10.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,TA,Typ,Y,WD,Normal
575,20.0,67.0,8877.0,4.0,6.0,1938.0,1958.0,0.0,690.0,0.0,126.0,816.0,816.0,0.0,0.0,816.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,1958.0,1.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gambrel,CompShg,MetalSd,AsphShn,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
576,20.0,82.0,11880.0,7.0,5.0,1978.0,1978.0,206.0,704.0,0.0,567.0,1271.0,1601.0,0.0,0.0,1601.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1978.0,2.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,COD,Abnorml
577,60.0,93.0,10261.0,6.0,5.0,2000.0,2000.0,318.0,0.0,0.0,936.0,936.0,962.0,830.0,0.0,1792.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2000.0,2.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasA,Gd,Y,TA,Typ,Y,WD,Normal
578,60.0,69.61401673640168,14541.0,8.0,7.0,1993.0,1993.0,0.0,1012.0,0.0,326.0,1338.0,1352.0,1168.0,0.0,2520.0,1.0,0.0,2.0,1.0,5.0,1.0,10.0,1.0,1993.0,3.0,796.0,209.0,55.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Ex,Y,TA,Typ,Y,WD,Abnorml
579,80.0,70.0,8163.0,5.0,6.0,1959.0,1959.0,128.0,748.0,294.0,102.0,1144.0,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1959.0,1.0,796.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,FV,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Abnorml
580,70.0,51.0,9842.0,5.0,6.0,1921.0,1998.0,0.0,0.0,0.0,612.0,612.0,990.0,1611.0,0.0,2601.0,0.0,0.0,3.0,1.0,4.0,1.0,8.0,0.0,1998.0,2.0,621.0,183.0,0.0,301.0,0.0,0.0,0.0,0.0,5.0,2008.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,GasA,Ex,N,TA,Typ,Y,WD,Normal
581,50.0,65.0,6435.0,6.0,5.0,1939.0,1950.0,0.0,0.0,0.0,972.0,972.0,972.0,605.0,0.0,1577.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1939.0,1.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
582,20.0,80.0,8480.0,5.0,6.0,1963.0,1963.0,0.0,630.0,0.0,340.0,970.0,970.0,0.0,0.0,970.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1996.0,2.0,624.0,0.0,24.0,0.0,0.0,192.0,0.0,0.0,7.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,Ex,Typ,Y,New,Partial
583,20.0,150.0,215245.0,7.0,5.0,1965.0,1965.0,0.0,1236.0,820.0,80.0,2136.0,2036.0,0.0,0.0,2036.0,2.0,0.0,2.0,0.0,3.0,1.0,8.0,2.0,1965.0,2.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,RL,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
584,20.0,61.0,7930.0,6.0,8.0,1969.0,2005.0,0.0,439.0,472.0,115.0,1026.0,1026.0,0.0,0.0,1026.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1969.0,2.0,440.0,171.0,48.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,Ex,Ex,BrkTil,GasA,Gd,Y,Gd,Typ,Y,WD,Normal
585,20.0,50.0,9405.0,5.0,9.0,1947.0,2008.0,0.0,0.0,0.0,698.0,698.0,698.0,0.0,0.0,698.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0,1978.1405405405405,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,TA,TA,BrkTil,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
586,20.0,62.0,70761.0,7.0,5.0,1975.0,1975.0,0.0,655.0,0.0,878.0,1533.0,1533.0,0.0,0.0,1533.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,2.0,1975.0,2.0,576.0,200.0,54.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,New,Partial
587,50.0,69.61401673640168,12358.0,5.0,6.0,1941.0,1950.0,0.0,360.0,0.0,360.0,720.0,854.0,0.0,528.0,1382.0,0.0,0.0,1.0,1.0,2.0,1.0,7.0,0.0,1991.0,2.0,660.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,Gable,CompShg,Stucco,Wd Shng,TA,Gd,BrkTil,GasA,Ex,Y,Fa,Typ,N,WD,Normal
588,120.0,59.0,4282.0,7.0,5.0,2004.0,2004.0,0.0,16.0,0.0,1375.0,1391.0,1391.0,0.0,0.0,1391.0,0.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,2004.0,2.0,530.0,156.0,158.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
589,20.0,68.0,9717.0,5.0,6.0,1950.0,1996.0,0.0,49.0,1029.0,0.0,1078.0,1078.0,0.0,0.0,1078.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1950.0,1.0,240.0,366.0,0.0,112.0,0.0,0.0,0.0,0.0,4.0,2010.0,RL,Pave,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,Ex,Typ,Y,WD,Partial
590,20.0,69.61401673640168,6853.0,8.0,5.0,2001.0,2002.0,136.0,1005.0,0.0,262.0,1267.0,1296.0,0.0,0.0,1296.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,2001.0,2.0,471.0,192.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,GasA,TA,Y,TA,Typ,P,WD,Normal
591,20.0,75.0,9750.0,6.0,6.0,1958.0,1958.0,243.0,608.0,0.0,834.0,1442.0,1442.0,0.0,0.0,1442.0,0.0,0.0,1.0,1.0,4.0,1.0,7.0,0.0,1958.0,1.0,301.0,0.0,0.0,275.0,0.0,0.0,0.0,500.0,4.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
592,70.0,55.0,8525.0,5.0,6.0,1911.0,1950.0,0.0,0.0,0.0,940.0,940.0,1024.0,940.0,0.0,1964.0,0.0,0.0,1.0,1.0,4.0,1.0,7.0,0.0,1978.1405405405405,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Ex,TA,PConc,GasA,Ex,Y,Ex,Typ,Y,ConLI,Normal
593,20.0,79.0,9541.0,7.0,5.0,2009.0,2009.0,268.0,0.0,0.0,1502.0,1502.0,1502.0,0.0,0.0,1502.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,2009.0,2.0,644.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,TA,Gd,PConc,GasA,Ex,Y,TA,Typ,Y,WD,Normal
594,20.0,80.0,11900.0,6.0,5.0,1957.0,1957.0,387.0,1040.0,0.0,352.0,1392.0,1392.0,0.0,0.0,1392.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,2.0,1957.0,2.0,458.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,6.0,2008.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
595,90.0,72.0,10778.0,4.0,5.0,1968.0,1968.0,0.0,0.0,0.0,1768.0,1768.0,1768.0,0.0,0.0,1768.0,0.0,0.0,2.0,0.0,4.0,2.0,8.0,0.0,1978.1405405405405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
596,20.0,69.61401673640168,36500.0,5.0,5.0,1964.0,1964.0,621.0,812.0,0.0,812.0,1624.0,1582.0,0.0,0.0,1582.0,0.0,1.0,2.0,0.0,4.0,1.0,7.0,0.0,1964.0,2.0,390.0,168.0,198.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Other,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,New,Partial
597,20.0,69.61401673640168,12772.0,6.0,8.0,1960.0,1998.0,0.0,498.0,0.0,460.0,958.0,958.0,0.0,0.0,958.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1960.0,1.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,15500.0,4.0,2007.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Ex,N,TA,Typ,N,WD,Normal
598,20.0,60.0,7200.0,5.0,5.0,1972.0,1972.0,0.0,777.0,0.0,117.0,894.0,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,1985.0,2.0,600.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,New,Partial
599,120.0,69.61401673640168,4500.0,6.0,5.0,1999.0,1999.0,425.0,883.0,0.0,341.0,1224.0,1224.0,0.0,0.0,1224.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,1999.0,2.0,402.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
600,60.0,96.0,12474.0,10.0,5.0,2007.0,2008.0,272.0,1280.0,0.0,402.0,1682.0,1742.0,590.0,0.0,2332.0,1.0,0.0,2.0,1.0,3.0,1.0,9.0,1.0,2008.0,3.0,846.0,196.0,134.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,GasA,TA,Y,TA,Typ,Y,COD,Normal
601,120.0,43.0,3182.0,8.0,5.0,2004.0,2005.0,16.0,24.0,0.0,1232.0,1256.0,1269.0,0.0,0.0,1269.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2004.0,2.0,430.0,146.0,20.0,0.0,0.0,144.0,0.0,0.0,4.0,2010.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Ex,Typ,Y,WD,Normal
602,20.0,93.0,15306.0,8.0,5.0,2006.0,2007.0,100.0,80.0,0.0,1652.0,1732.0,1776.0,0.0,0.0,1776.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2006.0,3.0,712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,PConc,GasA,TA,Y,Gd,Typ,P,WD,Normal
603,60.0,65.0,8461.0,6.0,5.0,2005.0,2006.0,0.0,0.0,0.0,728.0,728.0,728.0,728.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2005.0,2.0,390.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Abnorml
